case_id,run_id,dataset,system,source_file,line_no,qa_key,uuid,question_type,question,gold_answer,baseline_response,baseline_label,evidence_count,retrieved_count,token_any_exact_hit,token_any_hit_0p60,token_all_hit_0p60,token_max_coverage,semantic_any_supported,semantic_all_supported,semantic_any_partial_or_supported,semantic_all_partial_or_supported,semantic_any_contradicted,evidence_results_json,case_rationale
memobase_medium:2736,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2736,,52e6d9cd-f63e-4065-cbaf-a20347590e07,Multi-hop Inference,What strategies did Oleksandr plan to use for expanding his consultancy's influence by June 2037?,Engaging in collaborations and strategic planning.,No relevant memories found.,omission,3,14,False,False,False,0.2105,False,False,True,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Oleksandr Shevchenko is exploring partnerships with NGOs to innovate in human rights advocacy, which aligns with his commitment to social justice."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions partnerships with NGOs or human rights advocacy.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Oleksandr Shevchenko is engaging in strategic planning and collaboration with key stakeholders to maximize impact."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m11"", ""m13""], ""rationale"": ""m11 mentions fostering collaboration and continuous improvement, and m13 mentions seeking ways to improve strategies, which partially align with strategic planning and collaboration, but not specifically for consultancy influence.""}, {""evidence_id"": ""e3"", ""gold_evidence"": ""Oleksandr Shevchenko shared anecdotes about recent collaborations and strategies that have laid the groundwork for achieving his life goals."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions anecdotes about recent collaborations or strategies for life goals.""}]",Retrieved memories lack specific details about consultancy expansion strategies; only vague collaboration and improvement goals are present.
memobase_medium:2739,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2739,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Memory Conflict,Is Donald Smith's major in Economics as of 2025-09-04?,"No, his major is Political Science.",No evidence found.,omission,1,15,False,False,False,0.5714,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith's major is Political Science"", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions Donald Smith's major or Political Science.""}]","Retrieved memories discuss work strategies, interests, and motivations but none contain the fact about his major."
memobase_medium:2741,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2741,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Memory Conflict,"Is Donald Smith unemployed as of Sep 05, 2025?","Donald Smith is employed, working at Blockchain Tech.",No.,hallucination,2,15,False,False,False,0.4286,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith's employment status is Employed"", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions employment status.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith works at Blockchain Tech"", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions Blockchain Tech or employer.""}]","Retrieved memories are about work strategies, goals, and interests but do not contain employment status or employer name."
memobase_medium:2743,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2743,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Basic Fact Recall,"What is Donald Smith's job title as of Sep 05, 2025?",Senior developer,No information available.,omission,1,15,False,False,False,0.375,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith's job title is senior developer"", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions Donald Smith's job title as senior developer; memories are about political campaigns, exotic birds, music, etc.""}]",No retrieved memory contains the factual claim that Donald Smith's job title is senior developer.
memobase_medium:2753,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2753,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Generalization & Application,What stress management techniques might Donald adopt after launching his consulting firm on 2025-12-20?,Meditation and physical activities.,No relevant memories found.,omission,2,15,False,False,False,0.3125,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith is considering engaging in more physical activities to manage stress from his career transition."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions physical activities for stress management; memories are about time management, exotic birds, music, etc.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith is exploring stress management techniques, including meditation, to maintain mental health during the establishment of his consulting firm."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions meditation or stress management techniques; memories are about political campaigns, exotic birds, music, etc.""}]",No retrieved memory contains the factual claims about stress management techniques (physical activities or meditation).
memobase_medium:2754,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2754,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Generalization & Application,How might Donald leverage his network to secure clients for his consulting firm launched on 2025-12-20?,By utilizing contacts like MooreSandra and GonzalezMary.,Leverage network's expertise.,hallucination,2,15,False,False,False,0.2632,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith plans to leverage his network, including contacts MooreSandra and GonzalezMary, to secure initial clients for his consulting firm."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions leveraging network with contacts MooreSandra and GonzalezMary.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith leveraged his network, including MooreSandra and GonzalezMary, to attract political campaigns seeking strategic advice for his consulting firm."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions leveraging network for political campaigns or specific contacts.""}]",Retrieved memories are topically about work strategies and goals but lack the specific factual claim about leveraging contacts MooreSandra and GonzalezMary.
memobase_medium:2755,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2755,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Generalization & Application,What strategies might Donald consider for sustainable growth in his consulting firm after 2026-01-05?,Innovative strategies and nurturing relationships.,No relevant memory found.,omission,2,15,False,False,False,0.3571,False,False,True,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith brainstormed strategies for sustainable growth and influence in the political consulting arena."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m5"", ""m6""], ""rationale"": ""m5 mentions 'innovative strategies' and m6 mentions 'innovative strategies', but no explicit mention of sustainable growth.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith emphasized the importance of nurturing relationships within his network for continued success in his consulting career."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions nurturing relationships within network for continued success.""}]",Retrieved memories partially cover innovative strategies but lack nurturing relationships aspect.
memobase_medium:2757,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2757,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Generalization & Application,How did Donald's mental health change due to his career transition as of 2025-11-25?,Increased stress.,No relevant memory found.,omission,2,15,False,False,False,0.3,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith's mental health status changed from 'Stable and Normal' to 'Increased Stress' due to career transition into political consulting."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions mental health change or increased stress.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""The stress of transitioning from a stable tech job to political consulting has increased, affecting Donald Smith's mental health."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions stress from career transition.""}]","Retrieved memories are about work strategies, exotic birds, music, and motivations, but none contain the factual claim about mental health change to increased stress."
memobase_medium:2758,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2758,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Generalization & Application,"How might Donald Smith approach his wardrobe choices to support his relative's political campaign on Mar 18, 2026?",Align personal preferences with professional goals for credibility.,No relevant memory found.,omission,2,15,False,False,False,0.4,False,False,True,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith aimed to align personal clothing preferences with professional goals to reflect his commitment to the campaign on Mar 18, 2026."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m13""], ""rationale"": ""Memory m13 mentions aligning personal preferences with professional goals, which is the key concept, but does not specifically mention clothing or wardrobe.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith discussed the impact of clothing choices on his role in supporting his relative's political career on Mar 18, 2026."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory discusses clothing choices or their impact on campaign role.""}]","Only memory m13 partially supports the alignment concept, but lacks wardrobe specificity."
memobase_medium:2759,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2759,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Basic Fact Recall,"What clothing item did Donald Smith decide was not suitable for political campaign meetings on Mar 18, 2026?",Casual shorts,No relevant memory found.,omission,1,15,False,False,False,0.1818,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""On Mar 18, 2026, Donald Smith decided to no longer consider casual shorts suitable for political campaign meetings due to their informal nature."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions casual shorts or clothing decisions for political campaign meetings.""}]","All retrieved memories are about work strategies, exotic birds, music, or profile placeholders; none contain the fact about casual shorts."
memobase_medium:2760,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2760,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Generalization & Application,"What type of restaurants might Donald Smith prefer after Aug 30, 2026?",Plant-based restaurants.,No relevant memories found.,omission,2,15,False,False,False,0.3,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith is transitioning to a plant-based diet to support a healthier and more sustainable lifestyle, as of Aug 30, 2026."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions plant-based diet or dietary transition.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith is exploring plant-based recipes to support his dietary transition as of Aug 30, 2026."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions plant-based recipes or dietary transition.""}]","All retrieved memories are about work strategies, exotic birds, music, or profile placeholders; none contain the fact about plant-based diet or recipes."
memobase_medium:2762,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2762,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Memory Conflict,"Did Donald Smith decide to continue enjoying roast chicken instead of adopting a plant-based diet on Aug 30, 2026?","No, he decided to embrace plant-based meals.",No relevant memory found.,omission,2,15,False,False,False,0.3,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""On Aug 30, 2026, Donald Smith decided to shift from enjoying roast chicken to embracing plant-based meals for health and environmental reasons."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions Donald Smith's diet change or roast chicken/plant-based decision.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith is transitioning to a plant-based diet to support a healthier and more sustainable lifestyle, as of Aug 30, 2026."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions transitioning to a plant-based diet.""}]","All retrieved memories are about work, exotic birds, music, or profile placeholders; none contain the factual claim about diet change."
memobase_medium:2763,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2763,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Generalization & Application,What beverage might Donald Smith prefer during a future campaign event?,Energy drinks for sustained energy.,No relevant memory found.,omission,3,15,False,False,False,0.2609,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith has shifted his beverage preference from disliking to appreciating energy drinks for their ability to keep him energized during long campaign days."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions energy drinks or beverage preference shift.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith expressed the need for sustained energy during demanding campaign events, leading to a reevaluation of energy drinks and their impact on productivity."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions sustained energy needs or reevaluation of energy drinks.""}, {""evidence_id"": ""e3"", ""gold_evidence"": ""Donald Smith reconsidered his beverage preferences for campaign days, appreciating the convenience and immediate boost provided by energy drinks."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions reconsidering beverage preferences or energy drinks.""}]","All retrieved memories are about work, exotic birds, music, or profile placeholders; none contain the factual claim about energy drinks."
memobase_medium:2764,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2764,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Memory Conflict,"Did Donald Smith maintain his dislike for energy drinks during his campaign events on Feb 11, 2027?","No, he appreciated energy drinks for long campaign days.",No relevant memory found.,omission,2,15,False,False,False,0.1739,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith has shifted his beverage preference from disliking to appreciating energy drinks for their ability to keep him energized during long campaign days."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions Donald Smith's shift in beverage preference or appreciation for energy drinks.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith reconsidered his beverage preferences for campaign days, appreciating the convenience and immediate boost provided by energy drinks."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory discusses reconsideration of beverage preferences or appreciation for energy drinks.""}]","Retrieved memories are about time management, exotic birds, music, and campaign strategies, but none contain the factual claim about Donald Smith's change in attitude towards energy drinks."
memobase_medium:2765,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2765,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Memory Conflict,"Did Donald Smith express no curiosity about energy drinks' impact on productivity during the campaign on Feb 11, 2027?","No, he demonstrated cognitive curiosity about their impact on productivity.",No relevant memory found.,omission,2,15,False,False,False,0.375,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith demonstrated cognitive curiosity by exploring the impact of energy drinks on his productivity during campaign events."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions exploring the impact of energy drinks on productivity.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith expressed willingness to explore new solutions for personal and professional growth during campaign events."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions willingness to explore new solutions for personal and professional growth during campaign events.""}]","Retrieved memories are about time management, exotic birds, music, and campaign strategies, but none contain the factual claim about Donald Smith's curiosity regarding energy drinks' impact on productivity."
memobase_medium:2766,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2766,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Memory Conflict,"Did Donald Smith decide to embrace structured travel over backpacking on Jul 26, 2027?","No, he decided to embrace backpacking over structured travel.",No evidence found.,omission,2,15,False,False,False,0.2105,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""On Jul 26, 2027, Donald Smith decided to delete his previous dislike for backpacking due to its potential benefits for spontaneous interactions during campaigning."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions Donald Smith's decision about backpacking or structured travel on Jul 26, 2027.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith pondered the balance between structured travel and spontaneity, ultimately deciding to embrace backpacking on Jul 26, 2027."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory contains the fact that Donald Smith decided to embrace backpacking on Jul 26, 2027.""}]","All retrieved memories are about other topics (profile, work strategies, exotic birds, music) and do not contain the answer-bearing facts about travel preference on Jul 26, 2027."
memobase_medium:2767,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2767,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Basic Fact Recall,"What travel preference did Donald Smith update on July 26, 2027?",Donald Smith decided to embrace backpacking.,No relevant memory found.,omission,1,15,False,False,False,0.1364,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""On Jul 26, 2027, Donald Smith decided to delete his previous dislike for backpacking due to its potential benefits for spontaneous interactions during campaigning."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions Donald Smith's decision to embrace backpacking on Jul 26, 2027.""}]","All retrieved memories are about other topics and do not contain the answer-bearing fact about travel preference update on Jul 26, 2027."
memobase_medium:2769,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2769,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Generalization & Application,What type of pet might Donald consider integrating into his life based on his busy lifestyle as of 2028-01-07?,Snakes due to their low maintenance.,Exotic birds,hallucination,3,15,False,False,False,0.3333,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith has shifted his pet preference from disliking to liking snakes for their unique behaviors and low maintenance."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions snakes or pet preference shift.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith appreciates snakes for their low maintenance and unique behaviors, suitable for his busy lifestyle."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions snakes or low maintenance.""}, {""evidence_id"": ""e3"", ""gold_evidence"": ""Donald Smith aims to integrate snakes into his life, enhancing his social presence."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions integrating snakes.""}]","All retrieved memories are about exotic birds, music, or work, not snakes."
memobase_medium:2770,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2770,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Memory Conflict,"Did Donald Smith visit a zoo on Jan 07, 2028, to interact with snakes?","No, Donald visited a wildlife sanctuary, not a zoo.",No evidence found.,omission,2,15,False,False,False,0.25,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith visited a wildlife sanctuary and interacted with snakes, leading to a shift in pet preference."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions wildlife sanctuary or snake interaction.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith shared anecdotes from his wildlife sanctuary visit, highlighting the shift in perception about snakes."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions wildlife sanctuary visit or snake anecdotes.""}]","All retrieved memories are about exotic birds, music, or work, not a wildlife sanctuary visit."
memobase_medium:2771,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2771,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Memory Conflict,"Does Donald Smith dislike snakes due to their high maintenance, as of Jan 07, 2028?","No, he likes snakes for their low maintenance.",No relevant memory found.,omission,2,15,False,False,False,0.2105,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith has shifted his pet preference from disliking to liking snakes for their unique behaviors and low maintenance."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions snakes or pet preference shift.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith appreciates snakes for their low maintenance and unique behaviors, suitable for his busy lifestyle."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions snakes or low maintenance.""}]","Retrieved memories are about work, exotic birds, music, etc., not about snakes or pet preference."
memobase_medium:2772,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2772,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Multi-hop Inference,"What strategies did Donald plan to adopt to sustain growth in political consulting as of December 1, 2027?",Digital campaign strategies and data analysis,No relevant memory found.,omission,2,15,False,False,False,0.4667,True,False,True,True,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith considered adopting strategies that focus on digital campaign strategies and data analysis to sustain growth in political consulting."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m2""], ""rationale"": ""Memory m2 mentions 'advanced analytics and digital platforms' which aligns with digital campaign strategies and data analysis, but the date is 2042, not 2027.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith plans to leverage increased income to support his relative's political campaigns more significantly."", ""status"": ""supported"", ""best_memory_ids"": [""m6""], ""rationale"": ""Memory m6 states 'main motivation is to support a relative's political career', which matches leveraging income to support relative's campaigns.""}]",Evidence e1 partially supported by m2 (digital strategies but later date); e2 supported by m6.
memobase_medium:2773,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2773,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Multi-hop Inference,"What role did Emily play in Donald's political consulting business by March 10, 2028?",Key ally providing strategic advice,No relevant memory found.,omission,2,15,False,False,False,0.2727,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith has formed a new alliance with Emily, a key player in political campaigns who offers strategic advice aligning with his consulting goals."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions Emily or her role as a key ally providing strategic advice.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith's alliance with Emily enhances his consulting firm's capabilities by providing fresh perspectives and collaboration opportunities."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions Donald's alliance with Emily or its benefits.""}]","Retrieved memories are about Donald's personal interests and work strategies, but none mention Emily or the alliance."
memobase_medium:2774,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2774,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Multi-hop Inference,"What motivated Donald to use AI-generated content by June 1, 2028?",Social motivation to express achievements,No relevant memory found.,omission,2,15,False,False,False,0.4091,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith plans to use AI-generated content to express achievements and entertain others in social contexts, aligning with his social motivation."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions AI-generated content or social motivation to express achievements.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith expressed a desire to continue enhancing his influence in political circles to ensure his relative's legacy and support local charity events."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions desire to enhance influence for relative's legacy or support charity events.""}]","Retrieved memories are about Donald's work strategies and interests, but none mention AI-generated content or the specific motivations."
memobase_medium:2775,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2775,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Memory Conflict,"Did Donald Smith's monthly income increase to $30,000 after securing contracts on Dec 01, 2027?","No, it increased to $25,000.",No evidence found.,omission,1,15,False,False,False,0.2778,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith's monthly income increased to $25,000 after securing high-value contracts for his consulting firm."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions Donald Smith's monthly income or the $25,000 figure.""}]","Retrieved memories are about work strategies, exotic birds, music, etc., none contain the income fact."
memobase_medium:2776,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2776,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Memory Conflict,"Did Donald Smith form an alliance with GonzalezMary on Mar 10, 2028?","No, he formed an alliance with Emily.",No evidence found.,omission,1,15,False,False,False,0.2727,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith has formed a new alliance with Emily, a key player in political campaigns who offers strategic advice aligning with his consulting goals."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions an alliance with Emily or any alliance partner.""}]","Retrieved memories are about work strategies, exotic birds, music, etc., none contain the alliance fact."
memobase_medium:2789,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2789,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Basic Fact Recall,"What seminar did Donald Smith attend on December 2, 2028?",A seminar on non-violent communication.,No relevant memory found.,omission,1,15,False,False,False,0.1579,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith attended a seminar on non-violent communication, which influenced his perspective on game preferences, particularly first-person shooters."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions attending a seminar on non-violent communication.""}]","All retrieved memories are about work strategies, exotic birds, music, or profile placeholders; none contain the fact about the seminar."
memobase_medium:2790,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2790,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Basic Fact Recall,"What clothing preference did Donald Smith decide to change on May 16, 2029?",Donald Smith decided to delete bright neon colors from his clothing preferences.,No relevant memory found.,omission,1,15,False,False,False,0.2105,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith decided to delete bright neon colors from his clothing preferences due to their distracting nature during political engagements."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions deleting bright neon colors from clothing preferences.""}]","All retrieved memories are about work strategies, exotic birds, music, or profile placeholders; none contain the fact about clothing preference change."
memobase_medium:2785,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2785,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Generalization & Application,"How might Donald Smith's evolving responsibilities in political consulting influence his music choices after Jun 20, 2028?",He may prefer calming genres for better focus.,No direct evidence found.,omission,2,15,False,False,False,0.3125,False,False,True,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith's evolving responsibilities in political consulting have influenced his music preferences and dietary choices."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions that evolving responsibilities influenced music preferences or dietary choices.""}, {""evidence_id"": ""e2"", ""gold_evidence"": ""Donald Smith plans to explore calming music genres like classical and ambient to enhance focus during work."", ""status"": ""partially_supported"", ""best_memory_ids"": [""m9"", ""m10"", ""m12"", ""m14""], ""rationale"": ""Memories mention exploring new musical genres and nostalgia for classical music, but do not explicitly state calming genres like classical and ambient to enhance focus.""}]",Retrieved memories show interest in music for campaigns but lack specific mention of calming genres for focus.
memobase_medium:2786,memobase_medium,medium,memobase,outputs\baseline_full\memobase_medium\memobase_medium_qa.jsonl,2786,,348492a7-cfe4-ee1d-73c3-c276d6ba8277,Basic Fact Recall,"What music genres did Donald Smith decide to delete from his disliked list on Jun 20, 2028?",Heavy metal and jazz,No relevant memory found.,omission,1,15,False,False,False,0.2105,False,False,False,False,False,"[{""evidence_id"": ""e1"", ""gold_evidence"": ""Donald Smith decided to delete heavy metal and jazz from his disliked music list to maintain focus during campaign meetings."", ""status"": ""not_supported"", ""best_memory_ids"": [], ""rationale"": ""No retrieved memory mentions deleting heavy metal and jazz from disliked list.""}]",No retrieved memory contains the specific fact about deleting heavy metal and jazz.
