idx,qa_key,question,question_type,baseline_label,r3a_triggered,memory_index,memory_text,topic_overlap_score,negation_or_contrast_score,temporal_conflict_score,preference_reversal_score,event_denial_score,total_suspicion_score,suspected_reason,r3a_rejected_reason_if_available,priority_group,manual_has_retrieved_counterevidence,manual_counterevidence_label,manual_should_r3a_trigger,manual_failure_source,manual_notes
891,6:5:2,"Did Donna decide to stay at all-inclusive resorts for cultural exploration on March 13, 2026?",Memory Conflict,hallucination,False,3,"User's full name is Williams Donna, she is female, born on December 15, 1999, currently 25 years old, and resides in Los Angeles.",3,0,3,0,0,6,shared topic/object tokens: donna; shared entity/name anchor; temporal/update cues overlap with question timing,absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
931,6:21:6,Did Donna's monthly income decrease after her promotion on 2029-08-10?,Memory Conflict,hallucination,False,6,"User's father was born on December 15, 1966, is a retired engineer, and inspired Donna's interest in technology.",3,1,2,0,0,6,shared topic/object tokens: donna'; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing,premise_anchor_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
1080,7:16:9,"Was Taylor David's job title unchanged after his transition on Nov 19, 2027?",Memory Conflict,hallucination,False,1,"User's name is Taylor David, male, born on November 6, 2005, currently 19 years old, and resides in Charlotte.",3,0,3,0,0,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing,absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
1101,7:23:7,Was Taylor David's monthly income increased to $6000 after founding the Global Nutrition Initiative?,Memory Conflict,hallucination,False,2,"User's name is Taylor David, male, born on November 6, 2005, currently 19 years old, and resides in Charlotte.",3,0,3,0,0,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing,absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
1588,10:6:2,"Did Susan Thompson's interest in science fiction novels begin after attending a health workshop on Feb 23, 2026?",Memory Conflict,hallucination,False,1,"User's name is Susan Thompson, she is female, born on June 15, 1965 (age 60 as of 2025), and currently resides in Fort Worth.",3,0,3,0,0,6,shared topic/object tokens: susan; shared entity/name anchor; temporal/update cues overlap with question timing,slot_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
1621,10:18:3,Did Susan Thompson decide to avoid all carbonated drinks after attending the wellness retreat on 2028-02-04?,Memory Conflict,hallucination,False,11,"User attended a technology expo that opened her eyes to the imaginative possibilities of science fiction, inspiring her newfound interest in the genre.",1,0,0,5,0,6,shared topic/object tokens: attend; possible preference polarity reversal,premise_anchor_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
1721,10:57:3,"Did Susan Thompson's interest in psychological thrillers develop before watching the film on January 19, 2037?",Memory Conflict,hallucination,False,1,"User's name is Susan Thompson, she is female, born on June 15, 1965 (age 60 as of 2025), and currently resides in Fort Worth.",3,0,3,0,0,6,shared topic/object tokens: susan; shared entity/name anchor; temporal/update cues overlap with question timing,absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
1799,11:17:4,Did Michelle Hernandez's monthly income remain 8500 yuan after transitioning to part-time work?,Memory Conflict,hallucination,False,2,"User's name is Michelle Hernandez, female, born April 20, 1980, currently 45 years old, and resides in San Jose.",3,0,3,0,0,6,shared topic/object tokens: michelle; shared entity/name anchor; temporal/update cues overlap with question timing,absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
1799,11:17:4,Did Michelle Hernandez's monthly income remain 8500 yuan after transitioning to part-time work?,Memory Conflict,hallucination,False,3,"User's family: both parents are deceased; she is married; partner born April 20, 1978, works in a related field supporting Michelle's career; two children—Child1 born April 20, 1995, pursuing a tech career inspired by Michelle; Child2 born April 20, 1994, an entrepreneur who often discusses innovative ideas with Michelle; the family is close‑knit with shared interests in technology and innovation.",4,0,2,0,0,6,"shared topic/object tokens: michelle, work; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
1921,12:9:2,"Did Joseph Garcia dislike mobile games with ads as of May 13, 2026?",Memory Conflict,hallucination,False,1,"User prefers classic adventure games and vintage-themed puzzle games for their nostalgic storytelling and aesthetic, dislikes mobile games with excessive ads, games lacking strong narratives, and first‑person shooters which he finds chaotic and shallow.",3,1,0,2,0,6,"shared topic/object tokens: ads, gam, mobile; negation/contrast cues: dislikes; weak preference contrast",not_refuting,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
1921,12:9:2,"Did Joseph Garcia dislike mobile games with ads as of May 13, 2026?",Memory Conflict,hallucination,False,2,"User's name is Joseph Garcia, male, born on July 4, 1994, currently 29 years old, and resides in Jacksonville.",3,0,3,0,0,6,shared topic/object tokens: garcia; shared entity/name anchor; temporal/update cues overlap with question timing,slot_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2218,13:54:2,"Did Sharon Brown express a dislike for cricket and decide against including it in her sports academy curriculum on Nov 03, 2034?",Memory Conflict,correct,False,3,User developed a new appreciation for golf after watching a tournament and is considering adding golf to the sports academy curriculum.,3,0,2,5,4,14,"shared topic/object tokens: academy, curriculum, sport; temporal/update cues overlap with question timing; possible preference polarity reversal; possible event completion vs plan/alternative contrast",slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
1466,9:15:2,"Did Jennifer Martin decide against caring for high-maintenance pets due to her busy schedule on Sep 29, 2027?",Memory Conflict,correct,False,1,"User avoids high‑maintenance pets because of a busy schedule, does not like reptiles as they are hard to connect with emotionally, dislikes birds due to noise and cage cleaning, prefers cats for their independence, low maintenance, companionship, and relaxation benefits, and avoids fish because aquarium upkeep is time‑consuming and they prefer more interactive pets.",4,4,0,0,4,12,"shared topic/object tokens: busy, maintenance, pet, schedule; negation/contrast cues: avoids, dislikes, does not, not; possible event completion vs plan/alternative contrast",slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
140,1:56:3,"Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?",Memory Conflict,correct,False,18,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",2,2,2,5,0,11,"shared entity/name anchor; negation/contrast cues: no, retired; temporal/update cues overlap with question timing; possible preference polarity reversal",absence_not_refutation,P3_memory_conflict_correct_untriggered_suspected,,,,,
2391,14:58:2,"Did Williams Daniel express a strong dislike for historical clothing on Oct 12, 2034?",Memory Conflict,correct,False,6,"User's father was born on June 16, 1954, is a retired history professor, and inspired Williams's love for historical accuracy.",3,1,2,5,0,11,shared topic/object tokens: historical; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,object_specificity_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
2414,14:64:2,"Did Williams Daniel express disinterest in historical authenticity for his wardrobe on Jan 25, 2036?",Memory Conflict,correct,False,3,"User's father was born on June 16, 1954, is a retired history professor, and inspired Williams's love for historical accuracy.",3,1,2,5,0,11,shared topic/object tokens: historical; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,object_specificity_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
268,2:46:2,"Did Johnson Joseph decide to permanently include electronic dance music (EDM) at Albi B&B on January 10, 2036?",Memory Conflict,correct,False,19,"User's perception of snakes shifted from fear to admiration, and he now intends to incorporate this newfound interest into guest experiences at his Albi B&B.",3,0,3,0,4,10,shared topic/object tokens: albi; shared entity/name anchor; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast,slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
1006,6:50:2,"Did Donna remove her dislike for processed snacks due to a focus on taste rather than sustainability on Mar 09, 2037?",Memory Conflict,correct,False,13,"User's father was born on December 15, 1966, is a retired engineer, and inspired Donna's interest in technology.",2,1,2,5,0,10,shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
2587,16:1:2,Did Oleksandr Shevchenko establish a medical foundation to combat health issues in Ukraine?,Memory Conflict,correct,False,1,"User's life goal is to establish a legal foundation to combat corruption and promote human rights in Ukraine, motivated by witnessing injustices and a strong desire to improve society.",6,0,0,0,4,10,"shared topic/object tokens: combat, establish, foundation, ukraine; shared entity/name anchor; possible event completion vs plan/alternative contrast",premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
3029,18:43:2,"Did Karen Brown decide to continue listening to heavy metal music at work after August 22, 2035?",Memory Conflict,correct,False,1,"User prefers ambient music for its calming, focus‑enhancing atmosphere while working, and does not like heavy metal because its aggressive sound is distracting and unsuitable for her peaceful work environment.",4,2,0,0,4,10,"shared topic/object tokens: heavy, metal, music, work; negation/contrast cues: does not, not; possible event completion vs plan/alternative contrast",slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
293,2:54:1,"Did Johnson Joseph dislike romantic dramas after watching a friend's recommendation on January 29, 2038?",Memory Conflict,correct,False,1,"User prefers documentaries for cultural and historical insight, comedies to unwind after managing the B&B, and romantic dramas for inspiring, emotional stories, while disliking horror films that cause anxiety and science‑fiction movies that feel too far‑fetched.",2,0,2,5,0,9,"shared topic/object tokens: drama, romantic; temporal/update cues overlap with question timing; possible preference polarity reversal",slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
408,3:21:3,"Did Donald Brown decide to include high-altitude destinations in his travel plans after July 29, 2028?",Memory Conflict,correct,False,5,Donald is considering nature retreats and cultural immersion trips as activities that align with his interests and can further enhance his well‑being after retirement.,3,0,2,0,4,9,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast,absence_not_refutation,P3_memory_conflict_correct_untriggered_suspected,,,,,
408,3:21:3,"Did Donald Brown decide to include high-altitude destinations in his travel plans after July 29, 2028?",Memory Conflict,correct,False,6,"User plans to take time off after retirement to travel on cultural immersion trips, aiming to connect with different cultures and gain inspiration.",2,1,2,0,4,9,"shared topic/object tokens: plan, travel; negation/contrast cues: different; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast",absence_not_refutation,P3_memory_conflict_correct_untriggered_suspected,,,,,
408,3:21:3,"Did Donald Brown decide to include high-altitude destinations in his travel plans after July 29, 2028?",Memory Conflict,correct,False,13,"Donald plans to weave mindfulness and cultural understanding into his daily routine, intending to practice meditation and read about different cultures regularly.",4,1,0,0,4,9,"shared topic/object tokens: donald, plan; shared entity/name anchor; negation/contrast cues: different; possible event completion vs plan/alternative contrast",temporal_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
445,3:34:3,"On May 24, 2031, did Donald Brown decide to avoid herbal teas due to their lack of health benefits?",Memory Conflict,correct,False,6,Donald is considering nature retreats and cultural immersion trips as activities that align with his interests and can further enhance his well‑being after retirement.,3,0,2,0,4,9,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast,,P3_memory_conflict_correct_untriggered_suspected,,,,,
1071,7:11:3,"Is Taylor David uninterested in alternative stress management methods as of Oct 23, 2027?",Memory Conflict,correct,False,2,"User's father was born on November 6, 1979, works in the healthcare industry, and his career inspired Taylor's interest in health.",2,0,2,5,0,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
1183,7:54:1,"Did Taylor David decide to avoid films with excessive violence after July 19, 2037?",Memory Conflict,correct,False,5,"User's father was born on November 6, 1979, works in the healthcare industry, and his career inspired Taylor's interest in health.",2,0,2,5,0,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
1221,7:70:1,"Did Taylor David express a dislike for sugary sodas during celebrations on Aug 25, 2041?",Memory Conflict,correct,False,3,"User's father was born on November 6, 1979, works in the healthcare industry, and his career inspired Taylor's interest in health.",2,0,2,5,0,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
1963,12:28:1,"Did Joseph Garcia decide to focus solely on reading about classic Hollywood stars after October 29, 2031?",Memory Conflict,correct,False,7,"User is currently unemployed and works in the film criticism industry; he left his previous film criticism job due to company downsizing, earns $0 monthly, has $4,110 in savings, and relies on those savings plus occasional freelance writing gigs about classic Hollywood movies to cover expenses, with his passion for movies—especially those featuring Esther Williams—keeping him motivated.",4,2,3,0,0,9,"shared topic/object tokens: classic, hollywood; shared entity/name anchor; negation/contrast cues: left, unemployed; temporal/update cues overlap with question timing",premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
3261,19:68:3,"Did Barbara Jones express disinterest in films that portray scientific achievements and human stories on Apr 08, 2041?",Memory Conflict,correct,False,1,"The filmmaker also mentioned that creative storytelling can engage audiences and spark interest in scientific topics, which Barbara found compelling.",4,0,0,5,0,9,"shared topic/object tokens: barbara, scientific; shared entity/name anchor; possible preference polarity reversal",slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
2,1:1:3,Did Martin Mark establish a global health initiative with his partner in 2025?,Memory Conflict,correct,False,1,"User aims to establish a global health initiative that will provide healthcare access to one million underserved people, motivated by his family’s medical background and a desire to promote well‑being worldwide.",4,0,0,0,4,8,"shared topic/object tokens: establish, global, health, initiative; possible event completion vs plan/alternative contrast",slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
3,1:2:1,"Did Martin Mark work as a nurse at Huaxin Consulting on Sep 06, 2025?",Memory Conflict,correct,False,1,"User is employed as a director at Huaxin Consulting in the healthcare industry, earning a monthly income of 15,700 USD and holding 43,700 USD in savings as of September 5, 2025",5,1,2,0,0,8,"shared topic/object tokens: 2025, consult, huaxin; shared entity/name anchor; negation/contrast cues: employed; temporal/update cues overlap with question timing",slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
46,1:22:1,"Did Martin retire early from Huaxin Consulting on March 10, 2028?",Memory Conflict,correct,False,5,"User reflects that his experience at Huaxin Consulting taught him the importance of aligning work with personal values, a lesson he intends to apply in future roles.",4,0,0,0,4,8,"shared topic/object tokens: consult, huaxin; shared entity/name anchor; possible event completion vs plan/alternative contrast",temporal_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
340,2:72:3,Did Johnson Joseph express disinterest in using thematic cooperative board games at Albi B&B?,Memory Conflict,correct,False,6,"During a discussion with guests at Albi B&B, a recommended thriller captured User's interest and influenced his viewing choices.",3,0,0,5,0,8,shared topic/object tokens: albi; shared entity/name anchor; possible preference polarity reversal,premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
340,2:72:3,Did Johnson Joseph express disinterest in using thematic cooperative board games at Albi B&B?,Memory Conflict,correct,False,11,"User's perception of snakes shifted from fear to admiration, and he now intends to incorporate this newfound interest into guest experiences at his Albi B&B.",3,0,0,5,0,8,shared topic/object tokens: albi; shared entity/name anchor; possible preference polarity reversal,premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
340,2:72:3,Did Johnson Joseph express disinterest in using thematic cooperative board games at Albi B&B?,Memory Conflict,correct,False,20,"User enjoys cycling to explore the countryside around Albi and stay fit, likes hiking for mental clarity and natural beauty, and avoids golf because it is too slow‑paced and does not keep him moving.",3,3,0,2,0,8,"shared topic/object tokens: albi; shared entity/name anchor; negation/contrast cues: avoids, does not, not; weak preference contrast",premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
400,3:20:4,Did Donald Brown decide to retire because of chronic health conditions?,Memory Conflict,correct,False,19,"Donald plans to weave mindfulness and cultural understanding into his daily routine, intending to practice meditation and read about different cultures regularly.",3,1,0,0,4,8,shared topic/object tokens: donald; shared entity/name anchor; negation/contrast cues: different; possible event completion vs plan/alternative contrast,slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
445,3:34:3,"On May 24, 2031, did Donald Brown decide to avoid herbal teas due to their lack of health benefits?",Memory Conflict,correct,False,9,"Donald plans to weave mindfulness and cultural understanding into his daily routine, intending to practice meditation and read about different cultures regularly.",3,1,0,0,4,8,shared topic/object tokens: donald; shared entity/name anchor; negation/contrast cues: different; possible event completion vs plan/alternative contrast,,P3_memory_conflict_correct_untriggered_suspected,,,,,
497,3:54:2,"Did Donald Brown express a strong dislike for country music on October 10, 2034?",Memory Conflict,correct,False,1,"User's name is Donald Brown, male, born on October 3, 1994, currently 31 years old, and resides in Los Angeles.",5,0,3,0,0,8,"shared topic/object tokens: brown, donald, october; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
527,4:3:1,"Did Sarah Garcia express a liking for romantic comedies on Sep 06, 2025?",Memory Conflict,correct,False,1,"User's name is Sarah Garcia, she is female, was born on March 26, 1986 (age 39 as of September 4, 2025), and currently lives in Miami",5,0,3,0,0,8,"shared topic/object tokens: 2025, garcia, sarah; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P3_memory_conflict_correct_untriggered_suspected,,,,,
987,6:44:1,"Did Donna decide to focus exclusively on Silicon Valley for her travel goals on Jun 06, 2035?",Memory Conflict,correct,False,2,User plans to visit Silicon Valley as a tech hub to discover new ideas and innovations that can inspire her refurbishing business.,4,0,0,0,4,8,"shared topic/object tokens: silicon, valley; shared entity/name anchor; possible event completion vs plan/alternative contrast",premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
987,6:44:1,"Did Donna decide to focus exclusively on Silicon Valley for her travel goals on Jun 06, 2035?",Memory Conflict,correct,False,3,User intends to explore additional tech hubs beyond Silicon Valley to further expand her electronic refurbishing network.,4,0,0,0,4,8,"shared topic/object tokens: silicon, valley; shared entity/name anchor; possible event completion vs plan/alternative contrast",premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
1443,9:2:3,"What is Jennifer Martin's job title at TechCloud Solutions as of Sep 05, 2025?",Memory Conflict,correct,False,3,"User is employed in the IT consulting industry as a Cloud Solutions Consultant at CloudTech Advisors, earning a monthly income of 9,690 USD and having 5,340 USD in savings, currently as of September 5, 2025.",4,1,3,0,0,8,"shared topic/object tokens: 2025, solution; shared entity/name anchor; negation/contrast cues: employed; temporal/update cues overlap with question timing",,P3_memory_conflict_correct_untriggered_suspected,,,,,
1580,10:1:3,What is Susan Thompson's name and where does she live as of 2025-09-04?,Memory Conflict,correct,False,1,"User's name is Susan Thompson, she is female, born on June 15, 1965 (age 60 as of 2025), and currently resides in Fort Worth.",5,0,3,0,0,8,"shared topic/object tokens: 2025, name, susan; shared entity/name anchor; temporal/update cues overlap with question timing",,P3_memory_conflict_correct_untriggered_suspected,,,,,
1597,10:9:5,"Did Susan Thompson plan to manage her postmenopausal symptoms using medication after her layoff on Oct 22, 2025?",Memory Conflict,correct,False,1,"User's name is Susan Thompson, she is female, born on June 15, 1965 (age 60 as of 2025), and currently resides in Fort Worth.",5,0,3,0,0,8,"shared topic/object tokens: 2025, susan, thompson; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P3_memory_conflict_correct_untriggered_suspected,,,,,
1794,11:16:2,"Did Michelle Hernandez express a growing interest in romance novels on Sep 19, 2027?",Memory Conflict,correct,False,2,"User reads non‑fiction data‑science books for valuable insights, psychology books for human‑behavior depth, and science‑fiction novels for imaginative future scenarios, but avoids romance novels and celebrity autobiographies because they lack intellectual engagement.",2,1,0,5,0,8,"shared topic/object tokens: novel, romance; negation/contrast cues: avoids; possible preference polarity reversal",slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
2031,12:55:1,"Did Joseph Garcia decide to focus on modern cinema techniques for his educational programs on Feb 09, 2039?",Memory Conflict,correct,False,1,User intends to focus his educational efforts on the evolution of cinema and the impact of classic films on modern storytelling.,4,0,0,0,4,8,"shared topic/object tokens: cinema, educational, focu, modern; possible event completion vs plan/alternative contrast",premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
2337,14:36:7,"Did Williams Daniel express a lack of interest in historically accurate films on June 2, 2030?",Memory Conflict,correct,False,1,"User's full name is Williams Daniel, male, born on June 16, 1984, currently 41 years old, and lives in Philadelphia.",5,0,3,0,0,8,"shared topic/object tokens: daniel, june, william; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P3_memory_conflict_correct_untriggered_suspected,,,,,
2869,17:56:3,"Did Donald Smith decide to abstain from alcohol on August 9, 2036?",Memory Conflict,correct,False,1,"User's name is Donald Smith, male, born on August 12, 1980, currently 45 years old, and resides in Chicago.",5,0,3,0,0,8,"shared topic/object tokens: august, donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P3_memory_conflict_correct_untriggered_suspected,,,,,
2945,18:8:1,"Did Karen Brown express a dislike for small dogs during her visit on Nov 09, 2026?",Memory Conflict,correct,False,2,"User prefers cats because they are independent and fit her busy schedule, and does not like large dogs as they require more space and attention than she can provide given her demanding work.",1,2,0,5,0,8,"shared topic/object tokens: dog; negation/contrast cues: does not, not; possible preference polarity reversal",slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
3097,19:2:1,"Is Barbara Jones currently unemployed as of September 5, 2025?",Memory Conflict,correct,False,1,"User's name is Barbara Jones, female, born June 15, 1993, currently 32 years old, and resides in New York.",5,0,3,0,0,8,"shared topic/object tokens: barbara, currently, jon; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P3_memory_conflict_correct_untriggered_suspected,,,,,
3129,19:16:2,"Did Barbara find heavy metal music to be distracting and avoid it in her workout sessions after February 9, 2028?",Memory Conflict,correct,False,1,"User prefers classical music for a calm, focused atmosphere, enjoys herbal and soft tunes, and avoids heavy metal, loud music, and repetitive pop songs that distract or overwhelm.",5,1,0,2,0,8,"shared topic/object tokens: avoid, distract, heavy, metal, music; negation/contrast cues: avoids; weak preference contrast",premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
3272,19:74:8,"Did Barbara Jones remain unemployed at the International Heart Health Initiative as of Oct 14, 2041?",Memory Conflict,correct,False,3,"User transitioned from the Heart Health Research Lab to the Global Heart Health Institute around October 2025, taking on the position of Lead Research Scientist to lead projects developing innovative dietary plans for global heart health.",4,1,3,0,0,8,"shared topic/object tokens: health, heart; shared entity/name anchor; negation/contrast cues: transitioned; temporal/update cues overlap with question timing",premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
3272,19:74:8,"Did Barbara Jones remain unemployed at the International Heart Health Initiative as of Oct 14, 2041?",Memory Conflict,correct,False,7,User aims to spearhead projects at the Global Heart Health Institute that align with their life goal of creating a groundbreaking dietary plan to improve worldwide heart health.,4,0,0,0,4,8,"shared topic/object tokens: health, heart; shared entity/name anchor; possible event completion vs plan/alternative contrast",not_refuting,P3_memory_conflict_correct_untriggered_suspected,,,,,
3294,19:82:9,"As of Jun 15, 2043, did Barbara express skepticism about the impact of her strategic partnerships?",Memory Conflict,correct,False,3,"The filmmaker also mentioned that creative storytelling can engage audiences and spark interest in scientific topics, which Barbara found compelling.",3,0,0,5,0,8,shared topic/object tokens: barbara; shared entity/name anchor; possible preference polarity reversal,,P3_memory_conflict_correct_untriggered_suspected,,,,,
3,1:2:1,"Did Martin Mark work as a nurse at Huaxin Consulting on Sep 06, 2025?",Memory Conflict,correct,False,3,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",3,2,2,0,0,7,"shared topic/object tokens: nurse; shared entity/name anchor; negation/contrast cues: no, retired; temporal/update cues overlap with question timing",absence_not_refutation,P3_memory_conflict_correct_untriggered_suspected,,,,,
46,1:22:1,"Did Martin retire early from Huaxin Consulting on March 10, 2028?",Memory Conflict,correct,False,2,"User is employed as a director at Huaxin Consulting in the healthcare industry, earning a monthly income of 15,700 USD and holding 43,700 USD in savings as of September 5, 2025",4,1,2,0,0,7,"shared topic/object tokens: consult, huaxin; shared entity/name anchor; negation/contrast cues: employed; temporal/update cues overlap with question timing",slot_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
122,1:48:1,Did Martin decide to exclude cultural tours from his travel preferences as of 2032-12-31?,Memory Conflict,correct,False,8,"User is disappointed that many wellness retreats have shifted toward luxury experiences, which no longer align with his health‑focused travel goals.",1,3,3,0,0,7,"shared topic/object tokens: travel; negation/contrast cues: no, no longer; temporal/update cues overlap with question timing",premise_anchor_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
268,2:46:2,"Did Johnson Joseph decide to permanently include electronic dance music (EDM) at Albi B&B on January 10, 2036?",Memory Conflict,correct,False,5,"User plans to expand Albi B&B to new locations while incorporating wellness‑focused guest experiences, such as guided mindfulness sessions, yoga, and meditation retreats, to create unforgettable stays.",3,0,0,0,4,7,shared topic/object tokens: albi; shared entity/name anchor; possible event completion vs plan/alternative contrast,temporal_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
268,2:46:2,"Did Johnson Joseph decide to permanently include electronic dance music (EDM) at Albi B&B on January 10, 2036?",Memory Conflict,correct,False,10,"User’s long‑term goal is to host 10,000 guests annually at Albi B&B.",3,0,0,0,4,7,shared topic/object tokens: albi; shared entity/name anchor; possible event completion vs plan/alternative contrast,temporal_mismatch,P3_memory_conflict_correct_untriggered_suspected,,,,,
288,2:53:3,"Did Johnson Joseph express dissatisfaction with the marketing strategies at Albi B&B on Dec 10, 2037?",Memory Conflict,correct,False,3,Assistant suggested reflecting on how current successful strategies in Albi can be adapted for different communities when expanding to new locations (April 2026).,4,1,2,0,0,7,"shared topic/object tokens: albi, strategi; shared entity/name anchor; negation/contrast cues: different; temporal/update cues overlap with question timing",absence_not_refutation,P3_memory_conflict_correct_untriggered_suspected,,,,,
847,5:53:1,"Did Donna Gonzalez express disinterest in advanced music theory books on Mar 24, 2037?",Memory Conflict,omission,True,4,"User's father, born May 6, 1952, is a retired music teacher who inspired Donna's early interest in music.",3,1,2,5,0,11,shared topic/object tokens: music; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P4_memory_conflict_r3a_triggered,,,,,
847,5:53:1,"Did Donna Gonzalez express disinterest in advanced music theory books on Mar 24, 2037?",Memory Conflict,omission,True,6,"User's mother, born May 6, 1952, is a former concert pianist who instilled a love for classical music in Donna.",4,0,2,5,0,11,"shared topic/object tokens: donna, music; shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal",slot_mismatch,P4_memory_conflict_r3a_triggered,,,,,
2404,14:61:1,"Did Williams Daniel express disinterest in historical baking traditions on Apr 18, 2035?",Memory Conflict,omission,True,3,"User's father was born on June 16, 1954, is a retired history professor, and inspired Williams's love for historical accuracy.",3,1,2,5,0,11,shared topic/object tokens: historical; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing; possible preference polarity reversal,object_specificity_mismatch,P4_memory_conflict_r3a_triggered,,,,,
