excel_row,样本编号,问题编号,问题,R0标签,R3a标签,R3a是否触发,记忆编号,候选记忆文本,自动拒绝原因,候选类型,自动抽取主体,自动抽取槽位,自动抽取声明值,自动抽取时间条件,自动门控轨迹,自动失败来源,人工_是否有已检索反证,人工_问题前提抽取是否正确,人工_槽位归类是否正确,人工_这条记忆是否反驳问题前提,人工_是否本该触发R3a,人工_自动拒绝是否合理,人工_失败来源,人工_审计备注,审计者,复核状态,复核备注
4,29,1:12:2,"Did Martin's movie preference shift from fictional narratives to documentaries after a relaxing week on Jan 19, 2027?",omission,omission,False,1,"User likes documentaries because they are informative and provide real‑world insights that complement his thirst for knowledge; he avoids horror films as they can be disturbing and undermine the positive mindset he strives to maintain; he also dislikes slasher films due to excessive violence, preferring movies with meaningful narratives.",slot_mismatch,slot_value_near_miss,Martin,transition,fictional narratives -> documentaries,"shift from; after a relaxing week on Jan 19; Jan 19, 2027","premise_anchor:True:pass:shared anchor tokens: narrativ, narratives | slot_value_alignment:False:slot_mismatch:transition premise needs same preference/action value | temporal_compatibility:False:not_evaluated: | explicit_refutation:False:not_evaluated:",no_counterevidence_in_raw_memories,没有,正确,正确,不是反证但有用,不该触发,合理,,Memory mentions documentaries and narratives but does not show a shift from fictional narratives.,陆含,未复核,
80,0,1:1:3,Did Martin Mark establish a global health initiative with his partner in 2025?,correct,correct,False,12,"User likes wellness retreats for relaxation and activities that promote physical and mental health, aligning with his lifestyle; he avoids crowded tourist spots because they can be overwhelming and stressful; he enjoys nature hikes to connect with the environment and experience tranquility as an escape from his busy work life; he likes cultural tours for insights into different lifestyles and traditions, and spa vacations for unwinding and rejuvenation to maintain life balance.",not_refuting,related_but_not_refuting,Martin Mark,health_status,health,,premise_anchor:True:pass:same health/status domain | slot_value_alignment:True:pass:same health/status slot | temporal_compatibility:True:pass:health/status proposition has compatible trajectory semantics | explicit_refutation:False:not_refuting:health evidence does not contradict the premise,premise_extraction_error,没有,错误,错误,不是反证但有用,不该触发,合理,,Wellness travel preferences are health-related but do not address establishing the initiative.,陆含,未复核,
81,0,1:1:3,Did Martin Mark establish a global health initiative with his partner in 2025?,correct,correct,False,13,"User dislikes violent video games because they promote aggression, which opposes his values of peace and well‑being; he likes puzzle games as they challenge his mind and improve problem‑solving skills crucial to his profession; he also avoids gambling games due to their potential for addiction and financial stress, which are detrimental to mental health.",not_refuting,related_but_not_refuting,Martin Mark,health_status,health,,premise_anchor:True:pass:same health/status domain | slot_value_alignment:True:pass:same health/status slot | temporal_compatibility:True:pass:health/status proposition has compatible trajectory semantics | explicit_refutation:False:not_refuting:health evidence does not contradict the premise,premise_extraction_error,没有,错误,错误,不是反证,不该触发,合理,,Video-game preferences do not address establishing a global health initiative.,陆含,未复核,
82,1,1:2:1,"Did Martin Mark work as a nurse at Huaxin Consulting on Sep 06, 2025?",correct,correct,False,2,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,Martin Mark,generic_yesno,consult sep 2025,"on Sep 06; Sep 06, 2025","premise_anchor:True:pass:shared anchor tokens: mark, martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value",temporal_gate_too_strict,没有,部分正确,过宽,不是反证,不该触发,合理,,Identity information does not address working as a nurse at Huaxin Consulting.,陆含,未复核,
83,1,1:2:1,"Did Martin Mark work as a nurse at Huaxin Consulting on Sep 06, 2025?",correct,correct,False,3,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,Martin Mark,generic_yesno,consult sep 2025,"on Sep 06; Sep 06, 2025",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,temporal_gate_too_strict,没有,部分正确,过宽,不是反证,不该触发,合理,,"The nurse is Martin's mother, not Martin, so the memory does not refute the premise.",陆含,未复核,
84,1,1:2:1,"Did Martin Mark work as a nurse at Huaxin Consulting on Sep 06, 2025?",correct,correct,False,4,"User works with a colleague named Daniel Martinez, whose expertise in healthcare consulting challenges him to push boundaries and innovate, significantly impacting his career growth",temporal_mismatch,temporal_near_miss,Martin Mark,generic_yesno,consult sep 2025,"on Sep 06; Sep 06, 2025",premise_anchor:True:pass:shared anchor tokens: consult | slot_value_alignment:True:pass:same slot | temporal_compatibility:False:temporal_mismatch:premise has strong time condition but memory is undated | explicit_refutation:False:not_evaluated:,temporal_gate_too_strict,没有,部分正确,过宽,不是反证但有用,不该触发,合理,,Healthcare consulting is related but does not state Martin worked as a nurse.,陆含,未复核,
85,5,1:2:2,"Is Martin Mark unemployed and struggling financially as of Sep 06, 2025?",correct,correct,False,1,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,Martin Mark,generic_yesno,financially sep 2025,"Sep 06, 2025","premise_anchor:True:pass:shared anchor tokens: mark, martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value",no_counterevidence_in_raw_memories,没有,错误,过宽,不是反证,不该触发,合理,,Identity information does not address unemployment or financial struggle.,陆含,未复核,
86,5,1:2:2,"Is Martin Mark unemployed and struggling financially as of Sep 06, 2025?",correct,correct,False,2,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,Martin Mark,generic_yesno,financially sep 2025,"Sep 06, 2025",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,no_counterevidence_in_raw_memories,没有,错误,过宽,不是反证,不该触发,合理,,Family background does not address unemployment or financial struggle.,陆含,未复核,
87,11,1:3:2,"Did Martin Mark mention a preference for reptiles as pets on Sep 07, 2025?",correct,correct,False,1,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,Martin Mark,generic_yesno,pet sep 2025,"on Sep 07; Sep 07, 2025","premise_anchor:True:pass:shared anchor tokens: mark, martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value",premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,Identity information does not address reptile pet preference.,陆含,未复核,
88,11,1:3:2,"Did Martin Mark mention a preference for reptiles as pets on Sep 07, 2025?",correct,correct,False,2,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,Martin Mark,generic_yesno,pet sep 2025,"on Sep 07; Sep 07, 2025",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,Family background does not address reptile pet preference.,陆含,未复核,
89,42,1:18:2,"Did Martin express a newfound interest in snakes after his visit to the reptile sanctuary on Feb 01, 2028?",correct,correct,False,1,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,Martin,generic_yesno,sanctuary feb 2028,"after his visit to the reptile sanctuary on Feb 01; Feb 01, 2028",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,no_counterevidence_in_raw_memories,没有,错误,过宽,不是反证,不该触发,合理,,Family background does not address newfound interest in snakes.,陆含,未复核,
90,42,1:18:2,"Did Martin express a newfound interest in snakes after his visit to the reptile sanctuary on Feb 01, 2028?",correct,correct,False,8,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,Martin,generic_yesno,sanctuary feb 2028,"after his visit to the reptile sanctuary on Feb 01; Feb 01, 2028",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,no_counterevidence_in_raw_memories,没有,错误,过宽,不是反证,不该触发,合理,,Identity information does not address newfound interest in snakes.,陆含,未复核,
91,46,1:22:1,"Did Martin retire early from Huaxin Consulting on March 10, 2028?",correct,correct,False,6,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,Martin,generic_yesno,consult march 2028,"on March 10; March 10, 2028",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,Family background does not address retiring early from Huaxin Consulting.,陆含,未复核,
92,46,1:22:1,"Did Martin retire early from Huaxin Consulting on March 10, 2028?",correct,correct,False,7,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,Martin,generic_yesno,consult march 2028,"on March 10; March 10, 2028",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,Identity information does not address retiring early from Huaxin Consulting.,陆含,未复核,
93,46,1:22:1,"Did Martin retire early from Huaxin Consulting on March 10, 2028?",correct,correct,False,11,"Martin transitioned to a new role, reporting huge relief and a much healthier balance between work and personal life, marking a significant improvement over his previous position.",absence_not_refutation,absence_not_refutation,Martin,generic_yesno,consult march 2028,"on March 10; March 10, 2028",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,premise_extraction_error,明确有,部分正确,过宽,真反证,应该触发,不合理,问题前提抽取错误,Transitioning to a new role contradicts retiring early; the extraction missed the retirement premise.,陆含,未复核,
94,48,1:22:3,"Did Martin officially begin his retirement on June 1, 2028?",correct,correct,False,1,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,Martin,generic_yesno,retirement june 2028,"on June 1; June 1, 2028",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,Identity information does not address beginning retirement.,陆含,未复核,
95,48,1:22:3,"Did Martin officially begin his retirement on June 1, 2028?",correct,correct,False,2,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,Martin,generic_yesno,retirement june 2028,"on June 1; June 1, 2028",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,premise_extraction_error,没有,部分正确,过宽,不是反证,不该触发,合理,,Family background does not address beginning retirement.,陆含,未复核,
96,48,1:22:3,"Did Martin officially begin his retirement on June 1, 2028?",correct,correct,False,6,"Martin transitioned to a new role, reporting huge relief and a much healthier balance between work and personal life, marking a significant improvement over his previous position.",absence_not_refutation,absence_not_refutation,Martin,generic_yesno,retirement june 2028,"on June 1; June 1, 2028",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,premise_extraction_error,明确有,部分正确,过宽,真反证,应该触发,不合理,明确反驳判断过严,Transitioning to a new role contradicts officially beginning retirement.,陆含,未复核,
97,122,1:48:1,Did Martin decide to exclude cultural tours from his travel preferences as of 2032-12-31?,correct,correct,False,7,"Martin tried simulated skydiving during a team‑building event on April 10, 2026 and found the experience quite thrilling.",absence_not_refutation,absence_not_refutation,Martin,generic_yesno,preferences preferenc 2032,decide to; 2032-12-31,premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,premise_extraction_error,没有,错误,过宽,不是反证,不该触发,合理,,Simulated skydiving does not address excluding cultural tours.,陆含,未复核,
98,122,1:48:1,Did Martin decide to exclude cultural tours from his travel preferences as of 2032-12-31?,correct,correct,False,9,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,Martin,generic_yesno,preferences preferenc 2032,decide to; 2032-12-31,premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,premise_extraction_error,没有,错误,过宽,不是反证,不该触发,合理,,Family background does not address excluding cultural tours.,陆含,未复核,
99,122,1:48:1,Did Martin decide to exclude cultural tours from his travel preferences as of 2032-12-31?,correct,correct,False,13,"Yoga remains a staple in Martin’s routine, complementing the more intense activities and supporting his mental clarity.",absence_not_refutation,absence_not_refutation,Martin,generic_yesno,preferences preferenc 2032,decide to; 2032-12-31,premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,premise_extraction_error,没有,错误,过宽,不是反证,不该触发,合理,,Yoga routine does not address excluding cultural tours.,陆含,未复核,
100,140,1:56:3,"Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?",correct,correct,False,6,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,Martin Mark,generic_yesno,environment january 2034,"on his lifestyle and the environment on January 13; January 13, 2034","premise_anchor:True:pass:shared anchor tokens: mark, martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value",temporal_gate_too_strict,没有,错误,过宽,不是反证,不该触发,合理,,Identity information does not address skepticism about sustainable clothing.,陆含,未复核,
101,140,1:56:3,"Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?",correct,correct,False,17,"Martin tried simulated skydiving during a team‑building event on April 10, 2026 and found the experience quite thrilling.",absence_not_refutation,absence_not_refutation,Martin Mark,generic_yesno,environment january 2034,"on his lifestyle and the environment on January 13; January 13, 2034",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,temporal_gate_too_strict,没有,错误,过宽,不是反证,不该触发,合理,,Simulated skydiving does not address skepticism about sustainable clothing.,陆含,未复核,
102,140,1:56:3,"Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?",correct,correct,False,18,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,Martin Mark,generic_yesno,environment january 2034,"on his lifestyle and the environment on January 13; January 13, 2034",premise_anchor:True:pass:shared anchor tokens: martin | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value,temporal_gate_too_strict,没有,错误,过宽,不是反证,不该触发,合理,,Family background does not address skepticism about sustainable clothing.,陆含,未复核,
103,168,2:2:1,Is Johnson Joseph employed by a large hotel chain as a manager?,correct,correct,False,1,"User's name is Johnson Joseph, male, born on May 11, 1997, currently 28 years old, and resides in Albi.",absence_not_refutation,absence_not_refutation,Johnson Joseph,generic_yesno,hotel chain manager,,"premise_anchor:True:pass:shared anchor tokens: johnson, joseph | slot_value_alignment:True:pass:same slot | temporal_compatibility:True:pass:temporal condition is compatible | explicit_refutation:False:absence_not_refutation:memory does not mention the premise value",no_counterevidence_in_raw_memories,没有,正确,过宽,不是反证,不该触发,合理,,Identity information does not address employment by a large hotel chain as manager.,陆含,未复核,
104,30,1:10:3,"Did Martin express interest in violent video games on July 14, 2026?",correct,correct,True,1,"User dislikes violent video games because they promote aggression, which opposes his values of peace and well‑being; he likes puzzle games as they challenge his mind and improve problem‑solving skills crucial to his profession; he also avoids gambling games due to their potential for addiction and financial stress, which are detrimental to mental health.",selected,triggered_by_r3a,Martin,preference_status,violent video games,"on July 14; July 14, 2026",,already_triggered,明确有,正确,正确,真反证,应该触发,合理,,Disliking violent video games contradicts expressing interest in them; R3a correctly triggered.,陆含,未复核,
105,177,2:3:3,"Did Johnson Joseph express a dislike for documentaries on Sep 06, 2025?",correct,correct,True,2,"User prefers documentaries for cultural and historical insight, comedies to unwind after managing the B&B, and romantic dramas for inspiring, emotional stories, while disliking horror films that cause anxiety and science‑fiction movies that feel too far‑fetched.",selected,triggered_by_r3a,Johnson Joseph,preference_status,documentaries,"on Sep 06; Sep 06, 2025",,already_triggered,明确有,正确,正确,真反证,应该触发,合理,,Preferring documentaries contradicts disliking documentaries; R3a correctly triggered.,陆含,未复核,
