idx,question,r0_label,b_gated_v2_2_label,memory_index,memory_text,final_reject_reason,near_miss_type,gate_trace_summary,why_potentially_repairable,manual_audit_label_empty,manual_notes_empty
133,"Did Martin Mark express a preference for regular green tea after the tea expo on Jul 08, 2033?",omission,omission,1,"User likes herbal teas for their calming properties and health benefits supporting overall well‑being; he enjoys fresh smoothies as his favorite nutritious and energizing drink for his active lifestyle; he avoids sugary sodas because of their high sugar content and lack of nutritional value, which conflict with his health‑conscious approach; he also likes green tea for its antioxidant properties, subtle flavor, refreshing taste, and benefits.",not_refuting,related_but_not_refuting,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""regular green tea"", ""slot"": ""preference_status"", ""claimed_value"": ""regular green tea"", ""polarity"": ""positive"", ""temporal_condition"": ""after the tea expo on Jul 08; Jul 08, 2033"", ""event_condition"": ""after the tea expo on Jul 08"", ""scope"": null, ""premise_type"": ""preference"", ""raw_question"": ""Did Martin Mark express a preference for regular green tea after the tea expo on Jul 08, 2033?"", ""anchor_tokens"": [""martin"", ""mark"", ""regular"", ""green"", ""tea""], ""slot_tokens"": [""preference"", ""status"", ""statu""], ""value_tokens"": [""regular"", ""green"", ""tea""], ""temporal_tokens"": [""tea"", ""expo"", ""jul"", ""2033""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: green, tea""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same preference value""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""stable opposite preference can refute dated preference utterance""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_refuting"", ""detail"": ""memory is compatible with the premise or only supports it""}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
135,"Did Martin Mark express disinterest in socially conscious rap music on October 11, 2033?",omission,omission,3,"User dislikes heavy metal as it feels too chaotic, preferring soothing and harmonious music; he likes classical music for relaxation and focus, creating a peaceful atmosphere; he enjoys jazz for its improvisational style that stimulates creativity; he avoids rap music because it often feels too aggressive, preferring genres that promote positivity; he likes ambient music for unwinding after a busy day, helping him relax and recharge.",not_refuting,related_but_not_refuting,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""socially conscious rap music"", ""slot"": ""preference_status"", ""claimed_value"": ""socially conscious rap music"", ""polarity"": ""negative"", ""temporal_condition"": ""on October 11; October 11, 2033"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""preference"", ""raw_question"": ""Did Martin Mark express disinterest in socially conscious rap music on October 11, 2033?"", ""anchor_tokens"": [""martin"", ""mark"", ""socially"", ""conscious"", ""consciou"", ""rap"", ""music""], ""slot_tokens"": [""preference"", ""status"", ""statu""], ""value_tokens"": [""socially"", ""conscious"", ""consciou"", ""rap"", ""music""], ""temporal_tokens"": [""october"", ""2033""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: rap""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same preference value""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""stable opposite preference can refute dated preference utterance""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_refuting"", ""detail"": ""memory is compatible with the premise or only supports it""}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
140,"Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?",correct,correct,6,"User's name is Martin Mark, male, born on August 2, 1996, currently 29 years old, and resides in Columbus.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""environment january 2034"", ""slot"": ""generic_yesno"", ""claimed_value"": ""environment january 2034"", ""polarity"": ""positive"", ""temporal_condition"": ""on his lifestyle and the environment on January 13; January 13, 2034"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?"", ""anchor_tokens"": [""martin"", ""mark"", ""environment"", ""january"", ""2034""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""express"", ""expres"", ""skepticism"", ""impact"", ""sustainable"", ""clothing"", ""cloth"", ""lifestyle"", ""environment"", ""january"", ""2034""], ""value_tokens"": [""environment"", ""january"", ""2034""], ""temporal_tokens"": [""lifestyle"", ""environment"", ""january"", ""2034""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: mark, martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}","R0 was already correct; use as harm-risk review, not repair opportunity.",,
140,"Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?",correct,correct,17,"Martin tried simulated skydiving during a team‑building event on April 10, 2026 and found the experience quite thrilling.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""environment january 2034"", ""slot"": ""generic_yesno"", ""claimed_value"": ""environment january 2034"", ""polarity"": ""positive"", ""temporal_condition"": ""on his lifestyle and the environment on January 13; January 13, 2034"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?"", ""anchor_tokens"": [""martin"", ""mark"", ""environment"", ""january"", ""2034""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""express"", ""expres"", ""skepticism"", ""impact"", ""sustainable"", ""clothing"", ""cloth"", ""lifestyle"", ""environment"", ""january"", ""2034""], ""value_tokens"": [""environment"", ""january"", ""2034""], ""temporal_tokens"": [""lifestyle"", ""environment"", ""january"", ""2034""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}","R0 was already correct; use as harm-risk review, not repair opportunity.",,
140,"Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?",correct,correct,18,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",absence_not_refutation,absence_not_refutation,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""environment january 2034"", ""slot"": ""generic_yesno"", ""claimed_value"": ""environment january 2034"", ""polarity"": ""positive"", ""temporal_condition"": ""on his lifestyle and the environment on January 13; January 13, 2034"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?"", ""anchor_tokens"": [""martin"", ""mark"", ""environment"", ""january"", ""2034""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""express"", ""expres"", ""skepticism"", ""impact"", ""sustainable"", ""clothing"", ""cloth"", ""lifestyle"", ""environment"", ""january"", ""2034""], ""value_tokens"": [""environment"", ""january"", ""2034""], ""temporal_tokens"": [""lifestyle"", ""environment"", ""january"", ""2034""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""temporal condition is compatible""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""absence_not_refutation"", ""detail"": ""memory does not mention the premise value""}}}","R0 was already correct; use as harm-risk review, not repair opportunity.",,
140,"Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?",correct,correct,14,"Despite enjoying the thrill, Martin emphasizes that he continues to prioritize safety while engaging in these activities.",temporal_mismatch,temporal_near_miss,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""environment january 2034"", ""slot"": ""generic_yesno"", ""claimed_value"": ""environment january 2034"", ""polarity"": ""positive"", ""temporal_condition"": ""on his lifestyle and the environment on January 13; January 13, 2034"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?"", ""anchor_tokens"": [""martin"", ""mark"", ""environment"", ""january"", ""2034""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""express"", ""expres"", ""skepticism"", ""impact"", ""sustainable"", ""clothing"", ""cloth"", ""lifestyle"", ""environment"", ""january"", ""2034""], ""value_tokens"": [""environment"", ""january"", ""2034""], ""temporal_tokens"": [""lifestyle"", ""environment"", ""january"", ""2034""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": false, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": false, ""reason"": ""temporal_mismatch"", ""detail"": ""premise has strong time condition but memory is undated""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_evaluated"", ""detail"": """"}}}","R0 was already correct; use as harm-risk review, not repair opportunity.",,
140,"Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?",correct,correct,16,"The adrenaline rush from the simulated skydiving surprised Martin, making him more open to trying new activities.",temporal_mismatch,temporal_near_miss,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""environment january 2034"", ""slot"": ""generic_yesno"", ""claimed_value"": ""environment january 2034"", ""polarity"": ""positive"", ""temporal_condition"": ""on his lifestyle and the environment on January 13; January 13, 2034"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""generic_yesno"", ""raw_question"": ""Did Martin Mark express skepticism about the impact of sustainable clothing on his lifestyle and the environment on January 13, 2034?"", ""anchor_tokens"": [""martin"", ""mark"", ""environment"", ""january"", ""2034""], ""slot_tokens"": [""generic"", ""yesno"", ""martin"", ""mark"", ""express"", ""expres"", ""skepticism"", ""impact"", ""sustainable"", ""clothing"", ""cloth"", ""lifestyle"", ""environment"", ""january"", ""2034""], ""value_tokens"": [""environment"", ""january"", ""2034""], ""temporal_tokens"": [""lifestyle"", ""environment"", ""january"", ""2034""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": false, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: martin""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same slot""}, ""temporal_compatibility"": {""passed"": false, ""reason"": ""temporal_mismatch"", ""detail"": ""premise has strong time condition but memory is undated""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_evaluated"", ""detail"": """"}}}","R0 was already correct; use as harm-risk review, not repair opportunity.",,
147,"Did Martin Mark express a preference for traditional herbal teas over potent health beverages on Oct 24, 2034?",omission,omission,1,"User intends to share the new herbal tea blends with friends, using them to foster meaningful conversations about health and wellness.",not_refuting,related_but_not_refuting,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""over potent health beverages"", ""slot"": ""health_status"", ""claimed_value"": ""over potent health beverages"", ""polarity"": ""positive"", ""temporal_condition"": ""on Oct 24; Oct 24, 2034"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""health_status"", ""raw_question"": ""Did Martin Mark express a preference for traditional herbal teas over potent health beverages on Oct 24, 2034?"", ""anchor_tokens"": [""martin"", ""mark"", ""over"", ""potent"", ""health"", ""beverages"", ""beverag""], ""slot_tokens"": [""health"", ""status"", ""statu""], ""value_tokens"": [""over"", ""potent"", ""health"", ""beverages"", ""beverag""], ""temporal_tokens"": [""oct"", ""2034""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status domain""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""health/status proposition has compatible trajectory semantics""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_refuting"", ""detail"": ""health evidence does not contradict the premise""}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
147,"Did Martin Mark express a preference for traditional herbal teas over potent health beverages on Oct 24, 2034?",omission,omission,2,"User sees the herbal teas complementing his yoga practice by enhancing relaxation and focus, contributing to a holistic health approach.",not_refuting,related_but_not_refuting,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""over potent health beverages"", ""slot"": ""health_status"", ""claimed_value"": ""over potent health beverages"", ""polarity"": ""positive"", ""temporal_condition"": ""on Oct 24; Oct 24, 2034"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""health_status"", ""raw_question"": ""Did Martin Mark express a preference for traditional herbal teas over potent health beverages on Oct 24, 2034?"", ""anchor_tokens"": [""martin"", ""mark"", ""over"", ""potent"", ""health"", ""beverages"", ""beverag""], ""slot_tokens"": [""health"", ""status"", ""statu""], ""value_tokens"": [""over"", ""potent"", ""health"", ""beverages"", ""beverag""], ""temporal_tokens"": [""oct"", ""2034""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status domain""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""health/status proposition has compatible trajectory semantics""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_refuting"", ""detail"": ""health evidence does not contradict the premise""}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
147,"Did Martin Mark express a preference for traditional herbal teas over potent health beverages on Oct 24, 2034?",omission,omission,3,"User attended a wellness retreat session where herbal teas with additional health‑enhancing blends were introduced, learning how these blends can boost relaxation and provide health benefits.",not_refuting,related_but_not_refuting,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""over potent health beverages"", ""slot"": ""health_status"", ""claimed_value"": ""over potent health beverages"", ""polarity"": ""positive"", ""temporal_condition"": ""on Oct 24; Oct 24, 2034"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""health_status"", ""raw_question"": ""Did Martin Mark express a preference for traditional herbal teas over potent health beverages on Oct 24, 2034?"", ""anchor_tokens"": [""martin"", ""mark"", ""over"", ""potent"", ""health"", ""beverages"", ""beverag""], ""slot_tokens"": [""health"", ""status"", ""statu""], ""value_tokens"": [""over"", ""potent"", ""health"", ""beverages"", ""beverag""], ""temporal_tokens"": [""oct"", ""2034""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status domain""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""health/status proposition has compatible trajectory semantics""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_refuting"", ""detail"": ""health evidence does not contradict the premise""}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
147,"Did Martin Mark express a preference for traditional herbal teas over potent health beverages on Oct 24, 2034?",omission,omission,11,"When choosing new beverages, User focuses on health benefits, taste, and how well they fit into his routine, using these criteria to make informed, enjoyable choices.",not_refuting,related_but_not_refuting,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""over potent health beverages"", ""slot"": ""health_status"", ""claimed_value"": ""over potent health beverages"", ""polarity"": ""positive"", ""temporal_condition"": ""on Oct 24; Oct 24, 2034"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""health_status"", ""raw_question"": ""Did Martin Mark express a preference for traditional herbal teas over potent health beverages on Oct 24, 2034?"", ""anchor_tokens"": [""martin"", ""mark"", ""over"", ""potent"", ""health"", ""beverages"", ""beverag""], ""slot_tokens"": [""health"", ""status"", ""statu""], ""value_tokens"": [""over"", ""potent"", ""health"", ""beverages"", ""beverag""], ""temporal_tokens"": [""oct"", ""2034""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status domain""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""health/status proposition has compatible trajectory semantics""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_refuting"", ""detail"": ""health evidence does not contradict the premise""}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
147,"Did Martin Mark express a preference for traditional herbal teas over potent health beverages on Oct 24, 2034?",omission,omission,14,"Despite a challenging journey, Martin feels hopeful and optimistic about finding a role that supports both his career ambitions and personal health.",not_refuting,related_but_not_refuting,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""over potent health beverages"", ""slot"": ""health_status"", ""claimed_value"": ""over potent health beverages"", ""polarity"": ""positive"", ""temporal_condition"": ""on Oct 24; Oct 24, 2034"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""health_status"", ""raw_question"": ""Did Martin Mark express a preference for traditional herbal teas over potent health beverages on Oct 24, 2034?"", ""anchor_tokens"": [""martin"", ""mark"", ""over"", ""potent"", ""health"", ""beverages"", ""beverag""], ""slot_tokens"": [""health"", ""status"", ""statu""], ""value_tokens"": [""over"", ""potent"", ""health"", ""beverages"", ""beverag""], ""temporal_tokens"": [""oct"", ""2034""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status domain""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""health/status proposition has compatible trajectory semantics""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_refuting"", ""detail"": ""health evidence does not contradict the premise""}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
150,"Did Martin Mark express a preference for ambient music over jazz on Jan 26, 2035?",omission,omission,2,"User dislikes heavy metal as it feels too chaotic, preferring soothing and harmonious music; he likes classical music for relaxation and focus, creating a peaceful atmosphere; he enjoys jazz for its improvisational style that stimulates creativity; he avoids rap music because it often feels too aggressive, preferring genres that promote positivity; he likes ambient music for unwinding after a busy day, helping him relax and recharge.",object_specificity_mismatch,slot_value_near_miss,"{""premise_extracted"": {""entity"": ""Martin Mark"", ""object_or_activity"": ""ambient music over jazz"", ""slot"": ""preference_status"", ""claimed_value"": ""ambient music over jazz"", ""polarity"": ""positive"", ""temporal_condition"": ""on Jan 26; Jan 26, 2035"", ""event_condition"": null, ""scope"": null, ""premise_type"": ""preference"", ""raw_question"": ""Did Martin Mark express a preference for ambient music over jazz on Jan 26, 2035?"", ""anchor_tokens"": [""martin"", ""mark"", ""ambient"", ""music"", ""over"", ""jazz""], ""slot_tokens"": [""preference"", ""status"", ""statu""], ""value_tokens"": [""ambient"", ""music"", ""over"", ""jazz""], ""temporal_tokens"": [""jan"", ""2035""]}, ""premise_anchor_match"": true, ""slot_value_alignment"": false, ""temporal_compatible"": false, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""shared anchor tokens: ambient""}, ""slot_value_alignment"": {""passed"": false, ""reason"": ""object_specificity_mismatch"", ""detail"": ""preference object is too generic""}, ""temporal_compatibility"": {""passed"": false, ""reason"": ""not_evaluated"", ""detail"": """"}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_evaluated"", ""detail"": """"}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
161,Did Martin launch his Global Health Initiative in May 2035?,omission,omission,1,User aims to enhance his leadership skills and deepen his understanding of global health initiatives to better serve communities.,not_refuting,related_but_not_refuting,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""health"", ""slot"": ""health_status"", ""claimed_value"": ""health"", ""polarity"": ""positive"", ""temporal_condition"": null, ""event_condition"": null, ""scope"": null, ""premise_type"": ""health_status"", ""raw_question"": ""Did Martin launch his Global Health Initiative in May 2035?"", ""anchor_tokens"": [""martin"", ""health""], ""slot_tokens"": [""health"", ""status"", ""statu""], ""value_tokens"": [""health""], ""temporal_tokens"": []}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status domain""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""health/status proposition has compatible trajectory semantics""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_refuting"", ""detail"": ""health evidence does not contradict the premise""}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
161,Did Martin launch his Global Health Initiative in May 2035?,omission,omission,3,User has considered partnering with local health initiatives that target underserved communities.,not_refuting,related_but_not_refuting,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""health"", ""slot"": ""health_status"", ""claimed_value"": ""health"", ""polarity"": ""positive"", ""temporal_condition"": null, ""event_condition"": null, ""scope"": null, ""premise_type"": ""health_status"", ""raw_question"": ""Did Martin launch his Global Health Initiative in May 2035?"", ""anchor_tokens"": [""martin"", ""health""], ""slot_tokens"": [""health"", ""status"", ""statu""], ""value_tokens"": [""health""], ""temporal_tokens"": []}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status domain""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""health/status proposition has compatible trajectory semantics""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_refuting"", ""detail"": ""health evidence does not contradict the premise""}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
161,Did Martin launch his Global Health Initiative in May 2035?,omission,omission,6,"Despite a challenging journey, Martin feels hopeful and optimistic about finding a role that supports both his career ambitions and personal health.",not_refuting,related_but_not_refuting,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""health"", ""slot"": ""health_status"", ""claimed_value"": ""health"", ""polarity"": ""positive"", ""temporal_condition"": null, ""event_condition"": null, ""scope"": null, ""premise_type"": ""health_status"", ""raw_question"": ""Did Martin launch his Global Health Initiative in May 2035?"", ""anchor_tokens"": [""martin"", ""health""], ""slot_tokens"": [""health"", ""status"", ""statu""], ""value_tokens"": [""health""], ""temporal_tokens"": []}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status domain""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""health/status proposition has compatible trajectory semantics""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_refuting"", ""detail"": ""health evidence does not contradict the premise""}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
161,Did Martin launch his Global Health Initiative in May 2035?,omission,omission,13,"User values travel activities that combine relaxation with cultural and intellectual engagement, seeing them as essential for supporting his health and humanitarian goals.",not_refuting,related_but_not_refuting,"{""premise_extracted"": {""entity"": ""Martin"", ""object_or_activity"": ""health"", ""slot"": ""health_status"", ""claimed_value"": ""health"", ""polarity"": ""positive"", ""temporal_condition"": null, ""event_condition"": null, ""scope"": null, ""premise_type"": ""health_status"", ""raw_question"": ""Did Martin launch his Global Health Initiative in May 2035?"", ""anchor_tokens"": [""martin"", ""health""], ""slot_tokens"": [""health"", ""status"", ""statu""], ""value_tokens"": [""health""], ""temporal_tokens"": []}, ""premise_anchor_match"": true, ""slot_value_alignment"": true, ""temporal_compatible"": true, ""explicit_refutation"": false, ""raw"": {""premise_anchor"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status domain""}, ""slot_value_alignment"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""same health/status slot""}, ""temporal_compatibility"": {""passed"": true, ""reason"": ""pass"", ""detail"": ""health/status proposition has compatible trajectory semantics""}, ""explicit_refutation"": {""passed"": false, ""reason"": ""not_refuting"", ""detail"": ""health evidence does not contradict the premise""}}}",R0 failed and the rejected memory passed at least one earlier gate; manual audit can decide whether this is real counterevidence.,,
